t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_run_for_seconds,c_fs,c_contention_management,c_backoff_strategy,c_contention_update_tracker_pct,c_restarts_threshold,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
72,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,96.0303,0.721761,3.24792,1.60592,4.87189,7.52436,3515,4,4,1.00787,23.0488,0.0624084,231972,2618,59.9729,1.49765,0,0.0624084,0,0.0624084,5415241,36218.7,5124.8,25.025,11.353,11109,0.141496,59.9729,3.26031,0,latest,4,8569803,0,0,0,0,0
73,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,100,0,0,0,2.7451,2.54902,189,0,0,1.00787,23.0606,0,233455,142,59.9734,0,0,0,0,0,5382275,37238.7,5190.36,25.1296,11.4301,11176.7,0.139381,59.9734,3.33181,0,latest,0,8683174,0,0,0,0,0
74,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,62.0545,7.65199,30.2935,11.74,0,0,0,3,3,1.00787,23.0582,0.0468063,233411,0,59.9739,17.086,2,0.0468063,3,0,5588154,35982.1,5052.62,24.7286,11.2505,10765.6,0.14042,59.9739,3.34233,0,latest,0,8714024,0,0,3,0,0
75,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,5.77075,12.7257,81.5035,39.3611,0.686242,0.0685319,11698,7553,7553,0.915814,11.7364,368.069,129901,10121,56.8463,33.8674,1066,367.164,0,369.832,3370497,54549.9,6667.78,29.2804,12.1682,16909.2,0.122233,56.8463,3.22606,0,latest,23705,6761259,0,0,0,0,0
76,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,27.4693,8.95278,63.578,40.6522,0.726622,1.81197,98308,15166,15166,1.00787,22.343,266.983,86384,80571,57.6227,16.9692,8,266.484,2,265.267,3913117,46765.5,6069.49,27.4486,11.269,14772,0.129786,57.6227,3.16581,0,latest,17001,6393910,0,0,2,5,0
77,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,89.1356,2.10151,8.76289,2.93418,3.84615,5.82871,1126,2,2,1.00787,22.3029,0.0312042,232977,865,59.9734,5.5115,1,0.0312042,2,0,5837699,33724,4970.04,23.7689,10.9079,10304.9,0.147374,59.9734,3.27261,0,latest,0,8500698,0,0,2,0,0
78,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,22.3029,0,233268,0,59.9731,0,0,0,0,0,5798489,34631.4,5032.06,23.936,11.0005,10374.4,0.145303,59.9731,3.33815,0,latest,0,8668410,0,0,0,0,0
79,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,22.3029,0,233394,0,59.9733,0,0,0,0,0,5793777,34700.8,5037.3,23.944,11.0071,10382.7,0.145164,59.9733,3.34217,0,latest,0,8677342,0,0,0,0,0
80,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,5.96961,12.3143,81.7161,40.2055,0.722344,0.0639071,12753,8186,8186,0.944138,10.6538,386.168,122526,11115,56.7408,33.5246,915,385.31,0,387.4,3168275,57956.5,7107.28,29.6157,12.3163,17954.5,0.122631,56.7408,3.22797,0,latest,24831,6648509,0,0,0,0,0
81,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,27.436,9.32019,63.2438,37.9712,0.940954,1.7296,94327,12625,12625,1.00708,21.6153,252.083,93278,77214,57.5992,18.93,35,251.6,0,250.929,3079528,59031.9,7121.29,33.6807,13.4202,18765.5,0.120635,57.5992,3.14577,0,latest,16082,5920458,0,0,0,4,0
82,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,97.0217,0.603205,2.37512,0.754006,2.78982,8.12441,3437,1,1,1.00708,21.8946,0.0156021,231334,2640,59.9709,1.50801,0,0.0156021,1,0,4602944,41027.1,5718.8,26.4656,12.2363,13070.8,0.139391,59.9709,3.13883,0,latest,0,8327917,0,0,1,0,0
83,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,70.5104,7.46692,22.0227,8.22306,0,0,0,3,3,1.00708,21.8922,0.0468063,233181,0,59.974,12.3819,1,0.0468063,3,0,5705673,34393.5,5001.21,24.5997,11.1536,10541.7,0.145411,59.974,3.26262,0,latest,0,8456962,0,0,3,0,0
84,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00708,21.8922,0,233014,0,59.9746,0,0,0,0,0,5903133,33933.7,4947.76,24.4363,11.0761,10189.1,0.145807,59.9746,3.3304,0,latest,0,8638011,0,0,0,0,0
85,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,7.23806,13.4998,79.2622,42.0898,0.775891,0.0949573,18036,10002,10002,0.90716,11.6585,416.467,115256,15592,56.5674,29.5275,852,415.578,2,418.371,3043120,59696.8,7230.85,30.5637,12.3838,18635.7,0.121126,56.5674,3.20335,0,latest,26815,6582468,0,0,2,0,0
86,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,30.6462,10.0933,59.2605,37.0468,1.07367,1.96916,90724,11383,11383,1.00787,21.5869,222.127,111608,74463,58.1055,16.6201,6,221.753,1,220.239,3858473,47615.2,6127,28.0003,11.9685,15108.6,0.128677,58.1055,3.15154,0,latest,14116,6976194,0,0,1,5,0
87,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,100,0,0,0,2.96684,5.93368,1050,0,0,1.00787,21.6027,0,233175,791,59.9735,0,0,0,0,0,4915929,39762.4,5415.32,25.4161,12.0434,12236.8,0.136192,59.9735,3.24942,0,latest,0,8591379,0,0,0,0,0
88,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,67.7934,5.25822,26.9484,11.831,0,0,0,2,2,1.00787,21.6011,0.0312042,233561,0,59.9734,14.0845,1,0.0312042,2,0,5368833,37379.5,5156.83,24.782,11.6507,11204.7,0.137959,59.9734,3.33604,0,latest,0,8748196,0,0,2,0,0
89,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,90.1961,2.31729,7.48663,2.76292,0,0,0,1,1,1.00787,21.6003,0.0156021,233469,0,59.975,4.18895,1,0.0156021,1,0,6005256,33473.6,4783.99,23.8949,11.1513,10015.6,0.142918,59.975,3.34214,0,latest,0,8804511,0,0,1,0,0
90,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,7.17965,12.1427,80.6777,39.6324,0.925109,0.109946,17454,9057,9057,0.942565,10.6916,426.655,108151,15340,56.454,33.4238,1069,425.86,2,427.888,3106444,57782.6,6811.98,31.2694,11.6587,18218.4,0.11789,56.454,3.17167,0,latest,27425,6027406,0,0,2,2,0
91,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,34.211,10.0741,55.7149,35.1928,0.951352,2.18424,92586,11054,11054,1.00865,21.9221,221.066,86650,75950,58.0838,15.4298,20,220.77,2,219.865,3354097,54750.8,6770.8,29.9608,13.0506,17372.8,0.123666,58.0838,3.15152,0,latest,14092,7181732,0,0,2,5,0
92,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,96.5235,0.668549,2.8079,0.817115,3.49131,6.96776,3185,2,2,1.00787,22.0134,0.0312042,181452,2453,59.9747,1.85708,1,0.0312042,2,0.0156021,4251034,46266,6039.62,27.0094,13.201,14150.9,0.130541,59.9747,3.26947,0,latest,1,8761440,0,0,2,0,0
93,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,82.1463,3.60924,14.2445,5.29355,3.22425,2.93551,452,3,3,1.00787,22.0724,0.0468063,182311,329,59.9748,8.27719,1,0.0468063,3,0,5755694,34884.4,4846.09,24.8703,11.322,10451,0.138918,59.9748,3.33789,0,latest,0,8633209,0,0,3,0,0
94,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,100,0,0,0,0,0,0,0,0,1.00787,22.0724,0,182680,0,59.9742,0,0,0,0,0,7372930,27264.6,4189.83,26.2273,10.3001,8158.6,0.153673,59.9742,3.34182,0,latest,0,8551920,0,0,0,0,0
95,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,7.6513,14.1943,78.1544,40.1323,0.852194,0.111226,19802,10580,10579,0.936271,11.5421,440.978,98291,17216,56.0893,30.0847,888,440.151,0,442.367,3323172,53654.6,6451.53,34.5851,12.1334,16920.8,0.120242,56.0893,3.17092,0,latest,28354,5724287,0,0,0,1,0
96,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,34.3305,9.87483,55.7947,35.1686,1.03875,2.0786,88770,10079,10080,1.00708,21.6719,201.688,91923,72751,58.1101,15.2614,0,201.236,1,200.378,4030607,46137.3,6026.65,28.4999,12.1127,14462.7,0.130624,58.1101,3.19009,0,latest,12842,6932503,0,0,1,4,0
97,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,97.092,0.225861,2.6821,0.734049,5.87239,5.02541,1477,1,1,1.00708,21.7758,0.0156021,181000,1125,59.9721,1.83512,0,0.0156021,1,0,4838887,39733.9,5524.53,25.1625,11.9594,12432.1,0.139038,59.9721,3.19607,0,latest,0,8473868,0,0,1,0,0
98,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,80.9859,2.2007,16.8134,4.92958,0,0,0,2,2,1.00708,21.7742,0.0312042,181261,0,59.9739,11.0915,1,0.0312042,2,0,5751978,34178.4,4948.72,23.8258,11.0384,10457.5,0.144791,59.9739,3.26831,0,latest,0,8493486,0,0,2,0,0
99,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,85.9813,1.40187,12.6168,4.32243,0,0,0,1,1,1.00708,21.7734,0.0156021,183659,0,59.9746,7.71028,0,0.0156021,1,0,5914096,33905.2,4905.42,23.6938,10.9508,10172,0.144681,59.9746,3.33318,0,latest,0,8653935,0,0,1,0,0
100,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,8.15692,12.5968,79.2463,39.4474,0.794385,0.169907,22386,10118,10117,0.957514,11.4705,464.615,93846,19657,55.8698,31.9667,1200,463.632,1,465.52,2575348,68938.3,7942.59,34.25,13.2493,21748,0.115213,55.8698,3.16987,0,latest,29838,5709102,0,0,1,1,0
101,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,34.7915,7.76604,57.4424,32.9388,1.07349,2.46578,102859,8610,8611,1.00865,24.1448,178.707,112423,82891,58.1444,18.3779,44,178.504,2,177.833,4381920,41740.7,5583.81,28.0652,11.2624,13313.4,0.133774,58.1444,3.13524,0,latest,11397,6069647,0,0,2,6,0
102,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,87.0597,2.22052,10.7198,2.83308,1.07198,5.43645,417,1,1,1.00787,23.9984,0.0156021,233128,313,59.9732,7.42726,1,0.0156021,2,0,5500152,35154.4,5116.22,24.9677,10.9773,10936.2,0.145536,59.9732,3.21449,0,latest,0,7941932,0,0,2,0,0
103,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,68.1159,5.2795,26.6046,7.03934,0,0,0,2,2,1.00787,23.9969,0.0312042,233394,0,59.9747,18.4265,2,0.0312042,2,0,5435541,36822.4,5210.93,25.2797,11.1285,11066.6,0.141515,59.9747,3.32736,0,latest,0,8122043,0,0,2,0,0
104,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,62.3389,13.8751,23.7859,8.12686,0,0,0,2,2,1.00787,23.9953,0.0312042,233406,0,59.9735,14.5689,2,0.0312042,2,0,5430021,37026.7,5224.16,25.3449,11.159,11079.7,0.141092,59.9735,3.34184,0,latest,0,8161684,0,0,2,0,0
105,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,7.81987,12.9754,79.2047,41.151,0.632511,0.135783,24610,11620,11619,0.979544,11.893,504.76,86839,21302,55.4483,29.7537,1272,503.636,1,505.352,2243417,78273.2,8740.67,40.4787,14.3117,24775.9,0.111669,55.4483,3.15925,0,latest,32391,5086665,0,0,1,6,0
106,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,40.513,7.19886,52.2881,29.76,1.22657,2.87735,90053,6525,6526,1.00787,23.5452,119.918,131066,72325,58.7852,16.4301,8,119.746,0,119.465,4072371,45249.8,6021.33,28.7313,12.2367,14484.4,0.133069,58.7852,3.12403,0,latest,7656,6846853,0,0,0,4,0
107,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,89.0778,1.61496,9.30727,2.54994,3.18742,6.20484,1030,1,1,1.00787,23.487,0.0156021,233069,775,59.9726,6.50234,1,0.0156021,1,0,5030610,38905.6,5502.36,25.6626,11.8027,11957.8,0.141428,59.9726,3.25357,0,latest,0,8487052,0,0,1,0,0
108,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,72.817,6.3022,20.8808,7.21336,0,0,0,3,3,1.00787,23.4847,0.0468063,233416,0,59.9754,12.4525,1,0.0468063,3,0,5813665,34526.8,5027.31,24.6106,11.1505,10347.9,0.145606,59.9754,3.33658,0,latest,0,8575149,0,0,3,0,0
109,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,84.8375,2.76775,12.3947,3.85078,0,0,0,1,1,1.00787,23.4839,0.0156021,233592,0,59.9745,7.94224,1,0.0156021,1,0,5832210,34474.8,5019.1,24.6106,11.1744,10316.2,0.145587,59.9745,3.34182,0,latest,0,8655391,0,0,1,0,0
110,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,8.10709,13.1476,78.7453,42.0643,0.576109,0.157262,27098,13163,13163,0.956727,11.14,533.109,79366,23756,55.2286,28.6751,1233,531.751,2,534.06,2520778,69501.8,7878.98,38.7977,13.3438,21963.9,0.113364,55.2286,3.16436,0,latest,34230,5111566,0,0,2,2,0
111,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,45.2563,6.66067,48.0831,32.6286,0.755165,3.57719,93101,6075,6075,1.00944,23.8411,103.832,154466,74614,58.8649,10.4402,0,103.692,1,102.88,5463449,34488.2,4886.75,24.8952,10.9218,10810.2,0.141693,58.8649,3.19033,0,latest,6594,7349967,0,0,1,3,0
112,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,93.8995,1.22608,4.8744,1.04665,4.21651,5.83134,1592,1,1,1.00944,23.9622,0.0156021,232782,1189,59.9725,3.64833,1,0.0156021,1,0,5859610,32716.5,4793.75,23.6088,10.9189,10267.1,0.146524,59.9725,3.18654,0,latest,0,8396711,0,0,1,0,0
113,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,82.7451,4.11765,13.1373,6.37255,0,0,0,2,2,1.00944,23.9607,0.0312042,233503,0,59.9739,6.27451,0,0.0312042,2,0,5807684,33743.1,4834.76,23.7568,11.0104,10359.1,0.143282,59.9739,3.25734,0,latest,0,8529462,0,0,2,0,0
114,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,90.2864,1.36986,8.34371,3.48692,0,0,0,1,1,1.00944,23.9599,0.0156021,233578,0,59.9747,4.35866,1,0.0156021,1,0,6917500,29029.5,4395.95,25.1675,10.4055,8696.35,0.151431,59.9747,3.33812,0,latest,0,8666463,0,0,1,0,0
115,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,7.85819,12.0019,80.1399,43.3898,0.601966,0.145836,27549,14427,14426,0.944138,12.0511,529.083,72127,23986,55.3787,28.6671,1153,527.617,0,530.347,2561900,68980.5,7775.45,37.4109,12.9095,21671.6,0.11272,55.3787,3.18299,0,latest,33992,5320233,0,0,0,0,0
116,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,41.5964,6.93814,51.4654,31.0563,1.33416,3.03166,87328,6257,6258,1.00865,23.2415,104.503,150244,69749,58.9238,14.7098,5,104.347,0,103.364,4243619,44399.8,5770.25,27.5177,12.2227,13932.4,0.129961,58.9238,3.18681,0,latest,6625,7513238,0,0,0,7,0
117,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,76.1655,3.41431,20.4202,5.90939,2.56074,2.69206,346,2,2,1.00865,23.236,0.0312042,233283,255,59.9733,13.9856,2,0.0312042,2,0,5488994,35562.6,4968.45,24.5131,11.3552,10960.7,0.13971,59.9733,3.24455,0,latest,0,8512513,0,0,2,0,0
118,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,76.0909,3.63636,20.2727,5.54545,0,0,0,1,1,1.00865,23.2352,0.0156021,233256,0,59.9742,13.7273,3,0.0156021,1,0,6178053,32421.2,4625.31,23.7926,10.7848,9737.89,0.142663,59.9742,3.32939,0,latest,0,8486074,0,0,1,0,0
119,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00865,23.2352,0,233512,0,59.974,0,0,0,0,0,7708372,26083.9,4001.97,23.173,9.76637,7804.9,0.153427,59.974,3.34199,0,latest,0,7896695,0,0,0,0,0
0,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,7.7582,7.89695,84.3449,51.6207,2.57874,0.0481278,1553465,1006449,1006449,1.00708,21.989,20547.2,528553,1344895,1.51505,26.8227,757,20547.2,1442766,0.0156021,0,inf,inf,inf,inf,inf,0.515517,1.51505,0.380892,0,latest,1,0,3055,0,0,0,0
1,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,8.4154,11.0499,80.5347,43.488,1.88404,0.142938,37991,22041,22041,0.970102,12.0795,671.671,866,32811,54.6678,29.4723,1159,671.671,0,672.373,157939,626441,68850.8,322.966,47.0567,347222,0.109908,54.6678,1.80415,0,latest,43095,2795581,0,0,0,0,0
2,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,12.8188,9.65664,77.5246,51.2418,1.04588,0.44061,66413,29654,29654,0.963808,12.5224,579.478,1323,57068,55.5567,19.2077,103,579.494,0,579.572,858170,115867,14457.1,74.9223,14.051,64941.3,0.124773,55.5567,1.78417,0,latest,37147,2733122,0,0,0,0,0
3,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,62.7367,3.99412,33.2692,23.1609,1.87936,5.15905,81542,3296,3296,1.00708,24.0842,45.7766,176614,63741,59.5307,6.94271,1,45.8078,0,44.9965,5876145,23712.6,5424.11,26.3162,10.3348,10164.5,0.228743,59.5307,2.33289,0,latest,2884,6672555,0,0,0,0,0
4,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,24.0795,0,233577,0,59.9741,0,0,0,0,0,6055448,32037,6015.77,23.866,10.9693,9934.71,0.187776,59.9741,3.22475,0,latest,0,8263021,0,0,0,0,0
5,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,3.40032,17.7817,78.8179,26.3165,0.0042398,0.0042398,6,112,112,0.490952,22.6947,27.5377,227914,5,59.6387,42.7287,148,27.5377,0,37.7727,5949038,33363.3,6121.1,24.1867,11.0641,10050.6,0.183468,59.6387,3.31954,0,latest,2421,8291179,0,0,0,0,0
6,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,11.9987,10.7553,77.246,42.5897,1.64796,0.441994,54833,22746,22746,1.00708,15.6751,586.296,1497,46565,54.817,26.6533,884,586.343,0,576.046,1006119,167387,18294.5,67.0879,19.9022,54642.9,0.109295,54.817,3.06329,0,latest,36921,3753962,0,0,0,0,0
7,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,83.8208,1.49792,14.6813,10.5931,1.57736,7.44465,59564,554,554,1.00708,23.2368,8.69038,204773,45719,59.9157,3.22058,0,8.69038,0,8.70598,4627136,40695.2,6958.25,26.3773,12.5846,12991,0.170985,59.9157,3.13258,0,latest,558,8261956,0,0,0,0,0
8,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,4.84848,3.10606,266,0,0,1.00708,23.2691,0,233539,204,59.9731,0,0,0,0,0,4625441,42522.9,7087.47,26.3187,12.6906,13007.7,0.166674,59.9731,3.26907,0,latest,0,8482601,0,0,0,0,0
9,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.2691,0,233570,0,59.9735,0,0,0,0,0,4649621,43239.3,7133.64,26.3749,12.7447,12940.3,0.16498,59.9735,3.34144,0,latest,0,8614837,0,0,0,0,0
10,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,1.02935,18.7383,80.2324,31.3777,0.0313041,0.00368283,15,266,265,0.398112,19.6467,72.3314,220893,14,59.191,39.0454,251,72.3314,0,83.8926,4400512,44800.2,7304.25,27.0683,12.8601,13481.5,0.16304,59.191,3.3231,0,latest,5379,8328946,0,0,0,0,0
11,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,14.4574,10.2549,75.2877,41.3969,1.93331,0.636604,66265,22049,22050,1.00629,18.0968,560.631,1946,56604,55.3185,26.535,779,560.677,0,549.054,1289530,132427,15600,46.3914,15.1471,43016,0.117801,55.3185,3.07854,0,latest,35190,4605487,0,0,0,0,0
12,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,89.9892,1.27559,8.73526,5.90619,1.17392,8.51701,47612,261,261,1.00708,22.8002,4.08775,210910,36421,59.949,2.20957,0,4.08775,0,4.10336,5709853,33794.8,6083.44,24.7963,11.2225,10532.1,0.180011,59.949,3.20874,0,latest,262,8266489,0,0,0,0,0
13,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.7978,0,233582,0,59.9741,0,0,0,0,0,5707334,34680.1,6149.7,24.7509,11.2696,10539.7,0.177327,59.9741,3.29042,0,latest,0,8408122,0,0,0,0,0
14,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.7978,0,233425,0,59.9742,0,0,0,0,0,5703189,35251.4,6188.97,24.8339,11.3206,10547.4,0.175567,59.9742,3.34218,0,latest,0,8493305,0,0,0,0,0
15,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,0.882779,21.2853,77.8319,28.6529,0.0380201,0.00118813,39,391,391,0.478363,17.4367,107.046,213793,34,58.8662,39.4459,371,107.14,0,117.265,5234881,37377.9,6405.08,25.7847,11.4827,11272,0.17136,58.8662,3.316,0,latest,7516,8110224,0,0,0,0,0
16,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,15.7385,10.2849,73.9766,42.342,1.57105,0.716923,78913,22603,22603,1.00708,21.9315,531.189,3701,66393,55.8801,25.0171,585,531.189,0,520.97,1311305,133683,14709,45.619,15.5944,42745.8,0.110029,55.8801,3.1274,0,latest,33391,5094859,0,0,0,0,0
17,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,86.3621,1.83153,11.8064,8.32759,1.24185,8.46059,39907,281,281,1.00708,23.3226,4.38419,214096,30012,59.9352,2.70963,0,4.38419,0,4.38419,4398984,44101.8,5874.66,27.1861,12.9801,13668.6,0.133207,59.9352,3.22651,0,latest,281,8727916,0,0,0,0,0
18,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,2.06084,2.25711,207,0,0,1.00708,23.3092,0,233432,149,59.9731,0,0,0,0,0,4361794,45306.5,5944.66,27.0491,13.0484,13791.8,0.13121,59.9731,3.28502,0,latest,0,8804201,0,0,0,0,0
19,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.3092,0,233530,0,59.9734,0,0,0,0,0,4390688,45723.8,5970.94,27.1081,13.1088,13702.2,0.130587,59.9734,3.33696,0,latest,0,8949365,0,0,0,0,0
20,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,0.771084,17.475,81.7539,27.824,0.0545823,0.00433193,78,522,522,0.493312,16.0645,144.6,206625,62,58.5533,44.3936,704,144.6,0,154.726,3904917,49700.8,6338.25,28.59,13.3616,15029,0.127528,58.5533,3.30699,0,latest,9919,8372490,0,0,0,0,0
21,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,19.7333,9.92081,70.3459,43.2755,1.08595,1.04032,95123,22855,22855,1.00708,22.7293,493.183,12261,79071,55.8765,20.7118,371,493.23,0,483.057,1960630,88204.6,9649.16,38.8944,13.7331,28590.1,0.109395,55.8765,3.08515,0,latest,30959,5201024,0,0,0,0,0
22,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,95.3978,1.42637,3.17585,1.82808,1.68835,8.14194,18830,33,33,1.00708,22.7891,0.51487,174730,14253,59.9683,1.16729,0,0.51487,0,0.51487,5444659,35564.2,5031.81,24.6638,11.3758,11048.9,0.141485,59.9683,3.2188,0,latest,33,8462734,0,0,0,0,0
23,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.7891,0,192926,0,59.9731,0,0,0,0,0,5452698,36269.3,5072.91,24.6772,11.4158,11032.4,0.139868,59.9731,3.28753,0,latest,0,8583527,0,0,0,0,0
24,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.7891,0,233474,0,59.9737,0,0,0,0,0,5463904,36472.2,5086.56,24.6848,11.4413,11009.7,0.139464,59.9737,3.31273,0,latest,0,8649239,0,0,0,0,0
