t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_run_for_seconds,c_fs,c_contention_management,c_backoff_strategy,c_contention_update_tracker_pct,c_restarts_threshold,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
55,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00865,25.3391,0,233217,0,59.9732,0,0,0,0,0,5821899,33469,4960.36,24.1936,10.9538,10332.8,0.148208,59.9732,3.23911,0,latest,0,8546347,0,0,0,0,0
56,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,25.3391,0,232794,0,59.9742,0,0,0,1,0,5861279,33951.4,4983.01,24.2449,11.0006,10263.2,0.146769,59.9742,3.30808,0,latest,0,8687948,0,0,1,0,0
57,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,73.775,4.44646,21.7786,5.80762,0,0,0,1,1,1.00787,25.3383,0.0156021,233065,0,59.9739,15.1543,2,0.0156021,1,0,5841895,33935.4,4982.83,24.2804,11.0284,10296.8,0.146833,59.9739,3.29573,0,latest,0,8725566,0,0,1,0,0
58,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,85.5691,3.35366,11.0772,3.35366,0,0,0,1,1,1.00787,25.3375,0.0156021,233346,0,59.9739,7.11382,0,0.0156021,1,0,5859640,33659.6,4964.5,24.2263,10.9968,10265.9,0.147491,59.9739,3.27878,0,latest,0,8673334,0,0,1,0,0
59,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,83.8641,4.03397,12.1019,3.07856,0,0,0,1,1,1.00787,25.3367,0.0156021,233308,0,59.9746,8.38641,0,0.0156021,1,0,6740438,29494.6,4515.55,25.8051,10.2155,8923.4,0.153098,59.9746,3.30531,0,latest,0,8126887,0,0,1,0,0
60,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,4.9694,13.5199,81.5107,36.9921,0.768081,0.0448307,7623,5077,5076,0.98033,14.1637,315.147,149232,6429,57.1467,35.41,1075,315.069,0,315.631,4705605,39459.7,5305.84,30.2137,10.6503,12174.8,0.134462,57.1467,3.2411,0,latest,20231,6198586,0,0,0,0,0
61,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,25.2055,9.48218,65.3123,37.5757,1.14272,1.56105,103664,15122,15123,1.00708,24.2046,295.956,60523,83419,57.2432,20.4523,68,295.832,0,295.598,2767924,65118.3,7430.31,35.293,13.3498,20747.9,0.114105,57.2432,3.13856,0,latest,18945,5077899,0,0,0,7,0
62,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,97.6261,0.501381,1.87251,0.624169,1.51438,9.11695,7228,2,2,1.00708,24.2478,0.0312042,230436,5329,59.9744,1.18694,0,0.0312042,1,0.0156021,4909386,40448.8,5572.31,25.8821,11.9911,12252.5,0.137762,59.9744,3.30126,0,latest,1,8641524,0,0,1,0,0
63,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,70.7623,7.62332,21.6143,7.80269,0,0,0,3,3,1.00708,24.2455,0.0468063,233444,0,59.9746,12.3767,2,0.0468063,3,0,5763180,34890.6,4980.64,24.481,11.06,10438.1,0.14275,59.9746,3.34261,0,latest,0,8594791,0,0,3,0,0
64,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,88.2237,2.03947,9.73684,4.14474,0,0,0,2,2,1.00708,24.2439,0.0312042,233301,0,59.9744,4.86842,2,0.0312042,2,0,5415367,37125.3,5126.88,25.91,11.2731,11108.5,0.138097,59.9744,3.34207,0,latest,0,8252339,0,0,2,0,0
65,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00708,24.2439,0,233467,0,59.9748,0,0,0,0,0,5358966,37515.8,5149.91,26.0535,11.3401,11225.5,0.137273,59.9748,3.34201,0,latest,0,8309547,0,0,0,0,0
66,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00708,24.2439,0,233382,0,59.9743,0,0,0,0,0,5364420,37477.1,5152.11,26.0742,11.3524,11214.6,0.137474,59.9743,3.34181,0,latest,0,8329351,0,0,0,0,0
67,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,84.2953,2.28188,13.4228,4.16107,0,0,0,1,1,1.00708,24.2431,0.0156021,233612,0,59.9742,8.5906,1,0.0156021,1,0,5383565,37345,5139.9,25.9931,11.3335,11175.3,0.137633,59.9742,3.34176,0,latest,0,8309847,0,0,1,0,0
68,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00708,24.2431,0,233555,0,59.9738,0,0,0,0,0,5396572,37254.3,5140.23,25.9594,11.3382,11147.8,0.137977,59.9738,3.34186,0,latest,0,8329656,0,0,0,0,0
69,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00708,24.2431,0,233608,0,59.9751,0,0,0,0,0,5386852,37319.7,5143.68,25.9554,11.3381,11167.6,0.137828,59.9751,3.34177,0,latest,0,8316558,0,0,0,0,0
70,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,5.85558,14.38,79.7644,38.7833,0.64783,0.0574668,11405,6640,6640,0.963808,11.2966,396.652,134864,9962,56.4048,32.5226,1082,396.387,1,397.448,3234416,55510.1,6742.36,32.2108,12.6641,17483.6,0.121462,56.4048,3.17499,0,latest,25475,6271973,0,0,1,1,0
71,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,30.7942,9.92365,59.2822,34.6092,1.19876,1.90885,97058,11933,11933,1.00787,23.0268,226.402,88046,78728,57.8121,18.0348,32,226.355,0,225.685,3026381,59807,7326.74,33.4586,13.5322,19163.6,0.122506,57.8121,3.12087,0,latest,14464,5878680,0,0,0,6,0
72,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,100,0,0,0,1.58091,8.49349,1931,0,0,1.00787,22.657,0,232567,1447,59.9744,0,0,0,0,0,4269011,45019.5,6311.06,27.1149,12.8687,14092.5,0.140185,59.9744,3.19456,0,latest,0,8552865,0,0,0,0,0
73,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,74.7792,4.31796,20.9028,4.51423,0,0,0,1,1,1.00787,22.6562,0.0156021,233534,0,59.9744,15.5054,2,0.0156021,1,0,4699119,42498,5926.83,26.3078,12.3746,12801.5,0.139461,59.9744,3.31975,0,latest,0,8719263,0,0,1,0,0
74,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,86.8071,3.43681,9.7561,4.21286,0,0,0,1,1,1.00787,22.6554,0.0156021,233559,0,59.9746,5.09978,0,0.0156021,1,0,4950708,40614.3,5678.35,25.8648,12.0782,12151.4,0.139812,59.9746,3.34235,0,latest,0,8711086,0,0,1,0,0
75,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,22.6554,0,233599,0,59.974,0,0,0,0,0,4943065,40332.8,5639.73,25.9834,12.0556,12169.8,0.13983,59.974,3.31416,0,latest,0,8630446,0,0,0,0,0
76,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,88.3721,2.26273,9.36518,2.63985,4.39975,3.5198,368,1,1,1.00787,22.7042,0.0156021,232960,284,59.9736,6.34821,1,0.0156021,1,0,5861929,33706,5044.59,24.3829,11.1329,10261.3,0.149664,59.9736,3.28477,0,latest,0,8584853,0,0,1,0,0
77,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,76.4706,4.17112,19.3583,4.06417,0,0,0,1,1,1.00787,22.7034,0.0156021,233346,0,59.9743,14.7594,1,0.0156021,1,0,7316983,27108.1,4338.48,23.6184,9.98901,8220.88,0.160044,59.9743,3.29747,0,latest,0,7936528,0,0,1,0,0
78,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,22.7034,0,233254,0,59.9742,0,0,0,0,0,7759396,25767.7,4183.98,23.414,9.73167,7752.24,0.162373,59.9742,3.3239,0,latest,0,7759456,0,0,0,0,0
79,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,77.6432,4.51542,17.8414,3.96476,0,0,0,1,1,1.00787,22.7026,0.0156021,233511,0,59.9744,12.7753,1,0.0156021,1,0,7771749,25864.4,4186.69,23.4352,9.73782,7739.65,0.161871,59.9744,3.3418,0,latest,0,7800582,0,0,1,0,0
80,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,6.88356,13.5955,79.521,38.4917,0.858915,0.0952238,15215,8035,8035,0.870968,11.3965,407.87,120376,13283,56.4175,32.951,1145,407.168,0,410.507,4112317,43804.3,5722.36,28.7581,10.9369,13751.7,0.130635,56.4175,3.18536,0,latest,26312,5848573,0,0,0,2,0
81,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,32.4724,9.36357,58.164,33.9243,1.2688,1.99562,99055,11900,11900,1.01101,23.0338,231.957,70788,80896,57.6933,18.1616,21,231.832,1,229.398,3463588,52643.5,6359.45,32.3214,12.7936,16709.4,0.120802,57.6933,3.15054,0,latest,14702,6092835,0,0,1,8,0
82,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,96.5707,0.909498,2.51976,0.790219,2.41539,6.50067,3258,2,2,1.01101,23.1589,0.0312042,206451,2422,59.9732,1.65499,0,0.0312042,1,0.0156021,4798584,39977.5,5372.87,26.1956,12.0882,12536.4,0.134398,59.9732,3.1889,0,latest,1,8528517,0,0,1,0,0
83,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.01101,23.1589,0,233335,0,59.9748,0,0,0,0,0,4746866,41191.4,5405.54,26.0149,12.1542,12672.1,0.13123,59.9748,3.25056,0,latest,0,8529479,0,0,0,0,0
84,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.01101,23.1589,0,233383,0,59.9748,0,0,0,0,0,4753395,42139.3,5462,26.1236,12.2396,12655.1,0.129618,59.9748,3.32984,0,latest,0,8688041,0,0,0,0,0
85,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,64.8835,8.45557,26.6609,7.24763,0,0,0,3,3,1.01023,23.1566,0.0468063,233181,0,59.9756,17.8602,2,0.0468063,4,0,5368097,37443.1,5055.7,25.496,11.578,11203.1,0.135024,59.9756,3.34222,0,latest,0,8730235,0,0,4,0,0
86,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.01023,23.1566,0,233355,0,59.9751,0,0,0,0,0,7240062,27765.8,4179.08,26.7663,10.1347,8307.71,0.150512,59.9751,3.34217,0,latest,0,8366165,0,0,0,0,0
87,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.01023,23.1566,0,233571,0,59.9764,0,0,0,0,0,7332694,27412.8,4169.92,26.5793,10.1662,8202.29,0.152116,59.9764,3.34209,0,latest,0,8550059,0,0,0,0,0
88,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.01023,23.1566,0,233374,0,59.9762,0,0,0,0,0,7319865,27461.8,4169.41,26.596,10.1579,8216.51,0.151826,59.9762,3.34227,0,latest,0,8517795,0,0,0,0,0
89,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.01023,23.1566,0,233364,0,59.9761,0,0,0,0,0,7296986,27547.3,4172.96,26.6435,10.1608,8242.28,0.151484,59.9761,3.34219,0,latest,0,8496011,0,0,0,0,0
90,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,7.2859,12.6664,80.0477,39.2673,0.893797,0.109023,17284,9147,9147,0.949646,11.2659,439.511,106387,15127,56.1168,32.5744,1098,438.747,0,440.619,3482202,51208.7,6178.85,33.8306,11.8331,16154.6,0.12066,56.1168,3.16992,0,latest,28242,5745830,0,0,0,1,0
