t,tpcc_warehouse_count,tpcc_warehouse_affinity,c_tag,c_mutex,c_worker_threads,c_pin_threads,c_smt,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_run_for_seconds,c_fs,c_bstar,c_bulk_insert,c_backoff_strategy,c_cm_split,c_cm_update_on,c_cm_period,c_cm_slowpath_threshold,c_su_kwaymerge,c_su_merge,c_su_target_pct,c_zipf_factor,c_backoff,c_hash,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,symbol
1576,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.43,123825390,63.79,13.24,22.97,4.34,14.99,414310040498156,238068,606,606,0.81,6.83,19,3269.53,38,220382,215854,11.61,84502,2237.09,2559,2831.85,35702,1
1576,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.77,77972783,33.74,12.44,53.81,28.84,6.39,395010788755823,282704,3805,3804,0.52,4.85,19,3729.9,317,267655,256628,19.83,48695,2727.41,6800,3672.02,62725,4
1577,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.47,123828282,61.1,13.87,25.02,4.74,16.7,415542349862992,264237,576,576,0.7,6.91,19,3111.42,36,244319,239261,12.75,84229,2135.55,2915,3338.43,41500,1
1577,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.81,77975253,32.37,11.96,55.67,31.32,6.3,193907598476312,287881,6217,6217,0.52,4.84,19,3711.27,586,272737,261536,19.44,45803,2712.36,6895,3685.86,62828,4
1578,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.51,123830838,59.56,13.04,27.4,7.65,15.76,208464784012608,244168,544,544,0.69,6.93,19,3002.13,34,226111,221434,12.54,84291,2058,2582,2989.99,37511,1
1578,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.84,77977460,32.65,11.71,55.64,31.37,6.42,51427345872907.9,291819,5543,5544,0.48,4.89,19,3619.64,527,276404,264946,19.2,51147,2637.55,6827,3679.51,62866,4
1579,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.55,123833519,61.17,13.59,25.24,5.27,14.62,159568313907349,245572,848,848,0.8,6.79,19,3410.92,62,227051,222315,12.61,89310,2338.77,2701,3106.08,39016,1
1579,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.88,77979696,34.57,13.13,52.3,27.14,6.49,384866759502780,282812,1917,1917,0.56,4.81,19,3805.4,157,267950,256851,19.86,52885,2771.34,6663,3583.29,61033,4
1580,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.59,123836335,62.83,12.89,24.29,5.16,17.96,498456088059.42,249950,528,528,0.67,6.87,19,2925.04,33,231410,226662,12.07,79798,2002.94,2844,3187.39,39813,1
1580,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.91,77982040,31.59,11.74,56.66,32.74,6.28,372331522033291,283311,6982,6982,0.53,4.83,19,3593.09,721,268328,257079,18.94,45659,2622.95,6731,3635.37,62108,4
1581,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.63,123838884,60.95,13.39,25.66,6.11,14.99,251121904398759,242889,646,646,0.79,6.77,19,3291.03,40,224775,220128,12.31,88864,2250.31,2567,2958.5,36962,1
1581,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.95,77984657,31.63,12.14,56.23,30.97,6.09,356852611946748,283195,4397,4397,0.5,4.76,19,3771.79,326,268590,257511,20.12,47931,2758.95,6947,3801.8,65156,4
1582,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.67,123841565,69.03,11.36,19.62,3.46,16.88,303002089046358,266349,507,506,0.62,7.02,19,2774.74,29,246567,241491,10.02,71938,1901.37,2718,3137.19,39271,1
1582,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.99,77986911,31.87,11.98,56.16,32.19,6.09,317777193862150,284486,3952,3950,0.5,4.77,19,3645.73,402,269569,258520,18.93,47136,2660.85,6638,3592.71,61283,4
1583,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.71,123844220,61.58,13.3,25.12,5.62,16.8,176311437803246,232692,565,566,0.66,6.95,19,3070.31,39,215505,211074,12.27,80241,2104.27,2679,2944.77,36668,1
1583,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.02,77989130,32.45,12.36,55.19,30.36,6.31,28476502413966.9,292231,4534,4536,0.5,4.78,19,3725.16,344,276984,265473,19.69,49445,2713.29,6825,3707.28,63295,4
1584,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.75,123846914,62.2,13.59,24.21,5.08,15.93,145557453369369,233556,607,607,0.65,6.85,19,3123.61,40,216139,211740,11.98,81135,2136.35,2705,3105.32,38465,1
1584,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.05,77991369,33.27,12.44,54.29,30.3,6.41,216627792932111,287263,2898,2898,0.51,4.81,19,3638.32,217,272196,261010,18.94,48758,2655.12,6680,3573.21,61029,4
1585,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.79,123849577,68.75,10.97,20.28,4.57,16.4,164012892227587,270142,509,508,0.5,7.11,19,2783.29,37,250145,245052,9.82,71784,1902.77,2691,3080.78,38249,1
1585,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.09,77993605,33.71,11.89,54.41,30.3,6.75,175723617652807,300605,2692,2691,0.48,4.88,19,3697.01,180,284819,273204,19.18,46302,2694.24,6838,3738.8,64116,4
1586,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.83,123852176,54.88,14.72,30.4,8.86,15.15,22492528142495.6,224214,890,891,0.63,6.88,19,3341.11,176,207742,203461,13.59,84259,2285.44,2625,2996.79,37656,1
1586,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.12,77995898,31.18,12.25,56.58,31.8,5.98,22208349656492.6,280253,6220,6221,0.48,4.83,19,3695.89,526,265577,254764,19.64,46745,2691.16,6573,3649.66,62068,4
1587,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.88,123854918,60.07,13.37,26.56,6.9,16.37,368876456971530,239938,674,674,0.61,6.86,19,3059.28,69,222358,217769,12.39,78201,2089.58,2761,3054.44,37939,1
1587,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.16,77998147,32.5,12.23,55.27,30.8,6.33,295292404460682,285141,5770,5770,0.47,4.81,19,3681.07,557,270205,259047,19.41,48036,2683.58,6638,3669.49,62283,4
1588,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.91,123857366,66.92,12.02,21.07,4.42,14.46,380122863431179,238050,717,715,0.79,6.78,19,3206.41,57,220598,216068,10.32,78332,2200.1,2473,2755.25,34872,1
1588,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.19,78000341,33.77,12.58,53.65,28.93,6.79,191490759367153,300248,1721,1721,0.5,4.86,19,3742.59,126,284460,272619,19.48,49487,2721.35,6837,3648.69,62315,4
1589,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.95,123859889,68.02,11.33,20.65,4.64,16.92,128077278890177,246428,784,784,0.67,6.91,19,2782.36,69,228132,223518,10.04,68713,1908.25,2556,3035.28,37437,1
1589,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.23,78002606,33.62,12.35,54.03,29.71,6.37,216958024760061,287232,4152,4152,0.53,4.82,19,3782.75,351,272157,260958,19.27,48556,2758.22,6696,3665.12,62266,4
1590,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.99,123862397,60.83,13.5,25.67,6.25,16.09,45964362504142.3,236246,855,857,0.72,6.85,19,3111.84,118,218725,214342,12.19,82358,2137.24,2545,2953.01,36367,1
1590,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.26,78005000,35.15,12.63,52.22,28.16,6.62,135918476985488,289624,3631,3631,0.56,4.82,19,3712.85,347,274231,262966,18.99,50703,2707.62,6843,3612.4,62548,4
1591,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.03,123865027,65.51,12.17,22.32,5.11,17.5,78669779075194,247917,567,567,0.56,6.97,19,2802.33,36,229497,224774,10.75,71418,1918.73,2653,3132.5,38808,1
1591,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.29,78007028,32.47,11.97,55.56,31.49,6.28,353242952002549,295789,3012,3012,0.55,4.86,19,3697.62,193,280274,268518,18.99,48777,2698.9,6640,3680.4,62632,4
1592,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.07,123867448,64.88,11.84,23.27,6.37,14.52,163661230973620,245245,560,560,0.7,6.97,19,3109.58,35,226862,222169,10.75,79332,2128.33,2435,2736.69,34220,1
1592,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.33,78009389,33.43,12.77,53.8,28.99,6.97,459755167600142,293407,3050,3050,0.54,4.88,19,3719.79,197,277854,266287,19.56,48890,2716.12,6824,3717.33,63798,4
1593,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.11,123870028,65.23,11.3,23.47,6.79,16.17,276152961481932,242593,869,868,0.62,7.06,19,2804.59,124,224252,219660,10.41,73059,1921.31,2600,2954.29,37009,1
1593,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.36,78011731,32.83,11.86,55.31,31.42,6.2,329394455716417,284522,5969,5969,0.55,4.86,19,3681.96,471,269212,258104,18.9,45759,2689.62,6681,3620.14,61927,4
1594,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.15,123872638,58.31,14.2,27.49,7.37,15.95,196733859443440,232575,657,658,0.68,6.93,19,3200.6,52,215034,210531,12.52,83509,2185.47,2626,3020.93,38154,1
1594,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.4,78014194,34.09,12.87,53.04,27.79,6.86,188602836377112,300190,1158,1157,0.48,4.96,19,3634.7,72,284570,272736,20.12,54267,2648.47,7018,3748.16,64196,4
1595,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.18,123875004,65.2,11.84,22.97,5.96,15.66,68251443204172.5,235655,1477,1476,0.77,6.91,19,3018.92,173,218011,213510,10.71,73813,2068.22,2379,2760.58,34724,1
1595,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.44,78016570,36.36,13.09,50.56,25.89,6.41,247513593359117,286336,830,830,0.49,4.93,19,3727.72,51,271271,260182,19.54,57033,2719.32,6814,3683.86,63318,4
1596,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.22,123877512,63.07,13.12,23.81,5.68,16.31,54638419830448,236179,1150,1151,0.83,6.85,19,3105.21,110,218488,213974,11.24,75841,2123.7,2536,2920.57,35975,1
1596,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.47,78018656,35.67,13.12,51.21,26.87,6.66,39432234864974.3,280108,3725,3726,0.59,4.85,19,3774.21,331,265131,254114,19.13,53743,2752.68,6426,3483.37,60168,4
1597,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.26,123880027,66.32,11.35,22.33,5.81,16.98,353285955738294,240355,795,795,0.71,6.98,19,2709.53,85,222287,217658,10.41,68389,1860.97,2544,2972.58,37231,1
1597,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.51,78021226,29.31,11.85,58.84,34.29,5.88,335885966486291,271843,6597,6596,0.56,4.78,19,3621.2,528,257613,246932,19.44,47443,2646.12,6821,3662.81,62657,4
1598,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.3,123882858,62.28,12.88,24.83,6.44,17.7,381008360596276,240363,574,574,0.56,7.02,19,2867.68,37,222205,217557,11.64,75191,1957.82,2854,3174.31,39902,1
1598,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.54,78023358,32.52,12.54,54.94,29.69,6.73,256218628565152,298754,2327,2328,0.52,4.87,19,3634.15,196,282926,271182,19.92,52957,2655.79,6824,3687.34,63153,4
1599,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.34,123885233,65.62,12.11,22.27,5.16,16.92,160828185389520,245588,766,766,0.64,7.06,19,3018.48,79,227216,222486,10.79,73384,2065.58,2404,2783.53,34815,1
1599,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.57,78025351,37.49,12.03,50.48,27.07,6.62,46630456559437,291837,4146,4145,0.58,4.87,19,3748.61,349,276489,264911,18.46,50184,2732.79,6593,3591.86,61001,4
1600,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.38,123887819,64.21,12.62,23.17,5.54,17.98,302585454790062,242559,496,496,0.48,7.16,19,2775.02,31,224103,219542,11.12,69353,1901.85,2609,3119.88,38613,1
1600,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.61,78027610,31.39,12.01,56.6,32.32,6.56,249862654459985,286829,6709,6710,0.56,4.88,19,3638.83,597,271486,260164,19.31,44240,2655.37,6763,3650.75,62640,4
1601,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.41,123890230,66.72,11.47,21.81,5.51,13.63,351364366074630,226968,546,545,0.62,7.04,19,3127.37,33,209666,205379,10.23,81939,2137.61,2434,2764.35,34662,1
1601,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.64,78029898,34.98,11.99,53.03,29.23,6.52,446397325966316,293430,4255,4253,0.58,4.88,19,3760.05,340,277728,266293,18.85,49346,2742.2,6788,3668.07,62522,4
1602,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.45,123892743,60.35,13.51,26.14,7,15.76,383684578572216,227273,616,617,0.73,6.88,19,3206.67,41,210240,206021,12.08,81079,2194.03,2537,2899.34,36412,1
1602,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.68,78032434,33.21,12.16,54.63,30.31,6.69,297785338929747,297775,2754,2756,0.54,4.93,19,3688.68,192,281747,270195,19.38,47785,2690.12,6967,3752.67,64287,4
1603,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.49,123895314,59.9,13.41,26.69,7.03,17.17,81757174406444.2,235255,922,922,0.72,6.85,19,3027.32,116,217844,213421,12.28,82930,2070.88,2607,3015.89,37405,1
1603,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.71,78034621,33.22,12.57,54.21,29.19,6.35,127094575869672,290019,1881,1881,0.61,4.89,19,3815.93,117,274459,263296,19.9,50548,2786.04,6614,3618.35,62230,4
1604,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.53,123897778,63.97,12.73,23.3,5.38,14.51,270867212117971,242080,685,685,0.84,6.76,19,3241.43,46,223957,219297,11.25,81898,2221.63,2493,2920.81,36365,1
1604,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.75,78036740,30.79,11.77,57.44,33.22,6.08,283006914561628,285666,6682,6682,0.62,4.88,19,3684.11,626,270531,259330,19.22,47386,2689.69,6556,3611.16,61316,4
1605,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.57,123900467,65.24,12.22,22.54,5.06,17.16,335062331524917,228500,613,613,0.68,6.77,19,2805.15,50,211571,207230,11.05,70337,1922.2,2721,3130.27,38749,1
1605,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.78,78039080,32.12,12.46,55.42,30.14,6.29,220359260235024,287638,3418,3418,0.63,4.83,19,3781.94,262,272132,261055,20.13,49578,2760.17,6754,3726.91,63375,4
1606,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.61,123903012,64.78,11.8,23.42,6.91,16.06,336399111168662,252113,545,541,0.63,6.89,19,2910.78,35,233937,229093,10.42,74607,1988.27,2579,2998.71,38095,1
1606,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.81,78041176,31.6,11.53,56.86,33.07,6.26,351932695014051,283992,8977,8977,0.57,4.86,19,3549.96,774,268830,257660,18.86,44689,2588.69,6552,3664.37,62320,4
1607,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.65,123905665,58.47,13.6,27.93,7.84,16.31,369014614628669,239716,785,789,0.64,6.86,19,3089.45,114,222348,217792,12.6,85125,2121.03,2680,3017,37769,1
1607,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.85,78043610,32.07,12.22,55.71,30.84,6.21,30554146131178.8,292434,4400,4399,0.57,4.82,19,3841.18,328,276924,265380,19.65,52060,2799.05,6968,3795.93,64887,4
1608,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.69,123908190,63.62,12.58,23.8,5.65,15.78,363126665596537,227040,697,697,0.65,6.75,19,3086.72,62,210473,206176,11.44,79220,2113.52,2549,3025.12,37930,1
1608,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.88,78045738,30.39,11.89,57.72,33.25,6.24,159041452744172,288938,3651,3652,0.54,4.84,19,3658.31,237,273713,262407,19.45,45761,2665.23,6687,3699.7,63209,4
1609,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.73,123910665,62.04,12.87,25.09,6.12,14.81,385115665525508,238373,651,651,0.78,6.66,19,3225.25,40,221253,216727,12.01,82388,2211.1,2496,2876.23,36120,1
1609,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.92,78047986,34.96,12.41,52.63,28.42,6.49,229098582980870,286689,3956,3956,0.57,4.82,19,3725.74,344,271828,260761,19.16,49309,2719.64,6614,3613.5,62250,4
1610,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.77,123913346,62.22,12.5,25.29,7.13,15.88,47068876718257.5,248278,701,701,0.69,6.76,19,2901.45,109,230228,225513,11.39,76513,1984.89,2721,3070.67,38280,1
1610,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.95,78050356,32.81,11.93,55.26,30.99,6.56,285325438391916,285732,4526,4526,0.57,4.83,19,3643.2,371,270492,259426,19.35,46099,2661.27,6779,3624.65,61820,4
1611,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.8,123915781,65.46,12.34,22.2,4.99,15.68,136840891954897,233388,520,520,0.7,6.73,19,2992.25,30,216295,211941,10.85,76429,2043.92,2469,2933.6,36704,1
1611,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1190.99,78052549,34.65,12.17,53.18,28.95,6.52,35516878146037.1,292397,2829,2829,0.62,4.84,19,3745.46,230,276795,265361,19.28,48109,2726.55,6707,3592.26,61750,4
1612,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.84,123918397,64.35,12.51,23.14,4.89,16.72,49128308331708.4,235455,644,642,0.69,6.71,19,3021.27,52,218590,214188,11.52,79181,2067.26,2654,3001.88,37983,1
1612,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1191.02,78054818,31.12,11.42,57.46,33.51,6.02,21920067693961.5,280676,6621,6621,0.58,4.84,19,3575.74,616,265578,254602,19.01,45110,2612.31,6559,3623.18,62533,4
1613,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.89,123921073,65.35,11.99,22.67,5.2,18.02,25516521963117.1,236145,478,480,0.53,6.79,19,2775.38,33,219224,214792,11.13,70956,1900.7,2700,3125.71,39384,1
1613,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1191.06,78057010,32.55,12.51,54.94,30.01,6.52,248418484230739,286530,4447,4447,0.59,4.82,19,3716.66,317,271405,260087,19.66,51545,2715.39,6633,3655.82,62536,4
1614,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.92,123923489,62.68,13.41,23.92,4.53,14.78,377216009544070,225923,573,573,0.7,6.62,19,3255.49,33,209740,205402,12.03,87166,2246.3,2441,2807.32,35074,1
1614,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1191.09,78059224,33.68,12.03,54.29,30.06,6.69,384959002358810,295367,4421,4421,0.56,4.87,19,3686.9,368,279595,268221,19.22,45253,2686.86,6734,3718.69,63727,4
1615,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1890.96,123926057,63.23,12.09,24.67,6.8,15.96,249485922113942,242438,514,512,0.62,6.69,19,2880.48,33,225019,220429,11.28,79743,1979.78,2600,3030.66,37767,1
1615,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1191.12,78061290,33.27,12.15,54.58,30.31,6.46,227345008356908,275147,5565,5565,0.63,4.8,19,3679.87,559,260385,249575,19.19,48409,2685.06,6325,3497.48,60087,4
1616,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1891,123928689,63.21,13.13,23.66,5.06,15.42,53743663032839.5,235288,566,566,0.61,6.66,19,3048.59,36,218470,213925,11.68,79850,2079.78,2663,3039.9,38230,1
1616,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1191.15,78063444,36.07,12.71,51.21,27.15,6.8,308375868782175,297177,1699,1699,0.62,4.83,19,3755.35,109,281344,269596,19.07,51164,2738.28,6777,3735.82,63479,4
1617,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1891.04,123931242,62.29,13.3,24.42,5.42,15.33,440020574559625,224658,539,541,0.63,6.56,19,3055.16,35,208820,204503,11.82,80346,2091.45,2573,2957.41,37206,1
1617,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1191.19,78065912,30.06,11.64,58.3,34.36,6.08,52002631470088.5,279609,7182,7182,0.57,4.82,19,3596.36,594,264817,253905,18.94,45835,2624.21,6807,3680.96,62151,4
