t,tpcc_warehouse_count,tpcc_warehouse_affinity,c_tag,c_mutex,c_worker_threads,c_pin_threads,c_smt,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_run_for_seconds,c_fs,c_bstar,c_bulk_insert,c_backoff_strategy,c_cm_split,c_cm_update_on,c_cm_period,c_cm_slowpath_threshold,c_su_kwaymerge,c_su_merge,c_su_target_pct,c_zipf_factor,c_backoff,c_hash,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,symbol
1534,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1887.72,123713832,62.63,12.74,24.63,5.73,18.54,474271942552538,262800,496,496,0.5,7.09,19,2742.91,33,243555,238554,11.85,75671,1875.83,2808,3088.03,38428,1
1534,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.25,77872916,31.09,11.52,57.39,33.49,6.22,225909604948260,286916,6061,6059,0.47,4.83,19,3615.2,542,271934,260464,19.05,44686,2639.89,6919,3614.4,62636,4
1535,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1887.76,123716349,62.67,12.85,24.48,5.58,13.18,91066004136879,234690,720,720,0.76,6.86,19,3489.49,66,217259,212837,11.92,91321,2395.49,2531,2825.59,35301,1
1535,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.28,77875349,32.74,12.01,55.25,30.56,6.52,143551653875640,289006,4122,4124,0.45,4.86,19,3643.41,349,274106,262829,19.46,48731,2655.81,6844,3650.36,62274,4
1536,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1887.8,123719097,62.15,13.31,24.54,5.18,15.14,34167437641563.7,236431,744,743,0.78,6.76,19,3177.46,72,218967,214458,12.28,77444,2177.06,2766,3081.89,38286,1
1536,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.32,77877771,34.08,12.55,53.37,28.98,7.01,17384490969898.4,292473,2494,2494,0.41,4.92,19,3612.08,232,277273,265848,19.36,52250,2637.04,6947,3662.07,63125,4
1537,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1887.84,123721787,65.65,12.57,21.78,4.32,16.39,208910426105777,244098,504,505,0.73,6.84,19,2900.03,32,226060,221358,10.99,74796,1992.59,2701,2975.57,37299,1
1537,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.36,77880048,35.19,12.74,52.07,27.59,6.39,163470781110308,276458,2323,2323,0.49,4.84,19,3720.4,158,261972,251138,19.29,51063,2713,6565,3510.49,60154,4
1538,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1887.89,123724523,64.28,12.25,23.47,5.65,16.34,87768852604131.1,260082,528,528,0.68,6.97,19,2953.35,33,240737,235818,11.21,79325,2023.94,2746,3034.13,38095,1
1538,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.39,77882457,33.62,12.32,54.06,29.36,6.4,298822590449056,284924,3109,3108,0.5,4.81,19,3720.6,202,270070,258798,19.58,54038,2717.4,6857,3647.8,62340,4
1539,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1887.93,123727139,65.13,12.16,22.71,5.68,16.25,114065235567474,234474,731,728,0.71,6.94,19,3003.13,94,216878,212383,10.73,73147,2057.06,2635,2898.47,36359,1
1539,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.43,77884737,37.33,12.25,50.42,26.36,6.87,373805035389064,295115,1150,1149,0.51,4.85,19,3693.35,72,279656,268111,19.14,49398,2693.44,6870,3646.21,62457,4
1540,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1887.97,123729858,63.26,12.96,23.78,5.43,16.3,189913190463897,257437,571,574,0.72,6.99,19,3131.34,36,238130,233279,11.4,82470,2149.97,2737,3064.72,38203,1
1540,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.46,77887217,32.92,11.99,55.09,30.53,6.27,124870962034434,289810,2587,2589,0.51,4.85,19,3720.17,163,274521,263115,19.5,48706,2709.49,6964,3678.54,62974,4
1541,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.01,123732610,58.43,13.42,28.14,8.34,15.61,353743718985539,228190,719,719,0.7,6.86,19,3120.05,64,211097,206719,12.45,83887,2137.74,2762,3110.37,38852,1
1541,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.5,77889695,31.32,12.26,56.43,31.57,6.34,47342761824318.3,279639,4160,4160,0.48,4.85,19,3583.99,374,264954,254033,19.79,50096,2610.01,6868,3613.64,61968,4
1542,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.05,123735313,59.5,13.36,27.14,7.38,15.16,125045211262709,246843,609,609,0.71,6.84,19,3116.97,54,228211,223631,12.63,82420,2128.64,2712,3070.99,38494,1
1542,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.54,77892150,33.51,12.09,54.4,30.16,6.09,265325821349828,285787,4750,4750,0.49,4.81,19,3749.64,334,270876,259543,19.22,45955,2736.13,6993,3683.22,64039,4
1543,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.09,123738044,65.8,11.88,22.32,5.35,16.06,145707164578539,258254,527,526,0.62,7.02,19,2841.35,32,239153,234112,10.75,74605,1953.7,2748,3011.36,38146,1
1543,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.57,77894335,33.87,12.05,54.08,30.04,6.26,448694753019867,281039,3207,3206,0.51,4.81,19,3598.78,263,266329,255426,19.05,46954,2629.02,6558,3524.42,59934,4
1544,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.13,123740603,62.21,13.47,24.31,5.04,15.09,45467390809684.5,223971,731,732,0.72,6.87,19,3154.11,56,207143,202905,11.89,79281,2159.93,2570,2867.67,36105,1
1544,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.61,77896703,33.41,12.36,54.23,29.7,6.59,343445382949345,296054,2574,2575,0.53,4.83,19,3756.82,224,280561,268787,19.43,50804,2736.8,6968,3664.19,62540,4
1545,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.17,123743197,67.23,11.36,21.41,4.93,16.08,20858560959979.6,249403,523,521,0.63,7.01,19,2799.83,33,230868,226141,10.22,79180,1914.25,2607,2978.22,37040,1
1545,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.65,77899039,32.06,11.93,56.01,31.45,6.23,121373952481532,289739,6079,6078,0.5,4.86,19,3658.52,561,274617,263262,19.53,46382,2667.07,6848,3686.15,62848,4
1546,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.21,123745790,62.59,12.82,24.59,5.96,15.39,223537637181595,243681,725,727,0.59,7.05,19,2966.24,53,225710,220960,11.68,77778,2035.94,2610,3015.03,37498,1
1546,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.68,77901434,34.52,12.42,53.06,28.42,6.79,456842572951728,305584,1786,1787,0.52,4.91,19,3795.74,129,289309,277452,19.58,48241,2766.63,6955,3720.12,63890,4
1547,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.25,123748601,58.96,13.58,27.47,7.22,15.75,313204692187516,241898,802,801,0.55,7.04,19,3025.78,71,223829,219205,12.84,79018,2072.58,2827,3080.79,38934,1
1547,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.72,77903903,32.33,12.16,55.51,30.9,6.26,5226885577377.74,293288,3423,3423,0.51,4.91,19,3752.17,247,277570,266209,19.5,50573,2736.95,7067,3733.24,64310,4
1548,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.29,123750970,67.38,11.83,20.79,4.5,14.36,299091712962368,215997,509,510,0.61,6.96,19,2893.6,29,200174,196018,10.21,74152,1982.87,2380,2706.92,34509,1
1548,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.76,77906287,32.69,11.77,55.54,31.24,6.29,371697125158638,283413,3581,3581,0.54,4.9,19,3663.55,262,268299,257510,19.43,47777,2670.66,6650,3546.52,60356,4
1549,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.33,123753591,65.25,12.81,21.93,4.22,16.57,42848788688415.9,236308,521,521,0.57,7,19,2872.99,36,218789,214320,11.06,72284,1974.4,2636,2922.9,36656,1
1549,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.79,77908540,34.76,11.95,53.29,29.77,6.48,173193472609937,276349,2681,2680,0.56,4.88,19,3577.47,213,261705,250862,18.6,48661,2609.17,6536,3498.59,59955,4
1550,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.37,123756221,62.97,13.21,23.82,4.78,16.56,19457644363700,236847,544,544,0.5,7.02,19,2881.16,34,219379,214710,11.91,73703,1975.84,2649,3027.36,37375,1
1550,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.83,77910921,31.32,12.14,56.54,31.62,5.9,131054024972062,277469,7991,7991,0.57,4.84,19,3639.79,990,262811,251737,19.69,48803,2650.8,6785,3586.27,61038,4
1551,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.41,123758863,60.73,12.85,26.42,6.7,14.01,89617766088147.7,247282,729,727,0.63,6.95,19,3275.88,44,228912,224164,12.49,93975,2242.76,2658,2905.99,36414,1
1551,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.86,77913159,33.46,12.31,54.23,30.19,6.57,227855268511672,287387,4002,4003,0.59,4.83,19,3687.86,340,271915,260647,19,48191,2687.79,6795,3604.81,61847,4
1552,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.45,123761616,61.03,13.37,25.59,5.62,15.7,180164222650838,232565,585,587,0.61,6.87,19,3081.87,39,215371,210910,12.52,84278,2110.37,2766,3094.2,39070,1
1552,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.9,77915836,31.64,12.28,56.09,31.78,6.34,224258900925623,287318,4658,4658,0.52,4.87,19,3572.23,419,272100,260834,19.25,49721,2609.31,7009,3702.96,63498,4
1553,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.49,123764195,64.7,11.97,23.32,5.94,15.3,322189894151232,253206,541,539,0.59,6.98,19,2920.73,31,234417,229508,10.97,76620,1996.68,2594,2937.82,37368,1
1553,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.93,77917847,33.65,12.73,53.62,28.97,6.48,382966176245282,295181,1746,1744,0.57,4.9,19,3737.45,111,279468,268030,19.43,53441,2727.25,6571,3571.7,60949,4
1554,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.53,123766800,65.54,12.49,21.97,3.94,16.09,442194360189522,237724,509,511,0.54,6.99,19,2942.62,31,220109,215504,11.36,78986,2014.11,2614,3020.8,37847,1
1554,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1188.97,77920122,34.46,12.91,52.64,27.78,6.67,98555604573944.5,290617,2238,2239,0.61,4.88,19,3768.27,188,275190,263832,19.71,53956,2749.59,6746,3636.01,62014,4
1555,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.57,123769554,62.66,13.32,24.02,4.53,15.51,26371746153207.1,249114,553,551,0.57,6.97,19,3167.26,35,230741,225970,12.24,85213,2167.68,2771,3053.86,38765,1
1555,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189,77922416,30.91,12,57.09,32.69,6.16,220106951777685,287800,5795,5796,0.62,4.88,19,3681.24,487,272114,260779,19.33,47879,2684.03,6717,3642.83,62622,4
1556,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.61,123772161,58.48,13.99,27.53,6.29,16.58,434999603834436,251133,573,575,0.56,7,19,3080.06,39,232425,227645,13.43,87971,2114.6,2628,3059.4,38403,1
1556,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.04,77925087,30.78,11.91,57.3,32.87,6.07,66180188624148.3,279415,5238,5238,0.6,4.83,19,3693.36,440,264452,253435,19.4,47488,2693.63,7067,3699.53,63208,4
1557,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.65,123774809,61.51,12.84,25.65,6.29,14.6,195982513650853,257120,592,591,0.6,7.01,19,3179.3,34,237647,232846,12.2,88373,2175.61,2669,3044,37909,1
1557,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.08,77927324,33.22,12.28,54.5,29.43,6.5,384335262953315,295127,2085,2085,0.62,4.83,19,3775.29,132,279506,267960,20.02,49543,2758.98,6878,3690.66,63108,4
1558,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.7,123777597,56.54,14.31,29.15,7.4,15.25,227400119418700,243880,592,593,0.61,6.93,19,3221.34,40,225709,221066,13.66,91156,2206.75,2805,3138.86,38785,1
1558,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.12,77929932,31.34,11.89,56.77,32.68,6.15,51378611810535.1,279963,5580,5580,0.6,4.81,19,3615.57,539,264829,254099,19.04,46558,2640.69,6825,3610.28,61951,4
1559,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.74,123780335,58.91,13.47,27.62,7.01,15.84,112793959041679,246799,1179,1179,0.6,6.94,19,3066.1,112,228637,223928,12.87,83449,2099.73,2758,3058.47,38443,1
1559,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.15,77932071,31.68,11.86,56.46,32.13,6.33,225568991119736,287446,4367,4367,0.61,4.84,19,3637.87,374,271984,260961,19.35,46868,2656.07,6555,3596.91,61215,4
1560,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.78,123782986,64.15,12.76,23.1,4.75,15.24,207477509916258,243856,576,576,0.66,6.9,19,3155.87,36,225894,221293,11.54,83964,2169.91,2669,2964.14,37162,1
1560,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.18,77934316,33.63,12.12,54.25,29.96,6.61,318834670751061,297259,4987,4987,0.59,4.87,19,3721.77,439,281176,269520,19.31,46100,2716.16,6898,3716.69,63865,4
1561,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.82,123785598,62.72,13.21,24.08,4.92,15.46,87101758475154.8,247525,608,608,0.7,6.88,19,3155.48,38,229174,224434,12.06,80685,2161.83,2629,3016.23,37628,1
1561,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.22,77936644,31.18,12.34,56.47,31.95,6.18,46208048542043.7,292498,2145,2143,0.58,4.9,19,3668.81,135,276525,265115,19.45,50670,2682.17,6912,3665.73,62970,4
1562,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.86,123788118,65.32,12.58,22.1,4.04,15.65,305330444214437,241522,637,634,0.75,6.88,19,3037.4,38,223427,218855,11.31,75196,2074.44,2537,2897.83,36269,1
1562,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.25,77939002,31.06,11.74,57.19,32.92,6.02,347924633118664,283998,5641,5643,0.56,4.9,19,3636.85,485,268898,257768,19.32,46906,2652.28,6783,3642.67,62811,4
1563,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.9,123790876,63.54,12.62,23.84,5.6,18.07,364968884850592,240519,547,550,0.65,6.93,19,2893.66,36,222516,217819,11.44,76585,1983.98,2769,3070.57,38558,1
1563,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.29,77941377,33.46,12.63,53.91,29.16,6.45,369048974948899,283217,4086,4086,0.59,4.84,19,3749.78,368,268356,257208,19.71,48416,2735.89,6764,3647.85,61917,4
1564,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.94,123793516,59.13,13.91,26.96,6.37,13.94,311301983896821,241325,618,617,0.74,6.8,19,3308.02,37,223246,218654,13.04,91589,2264.21,2663,3058.95,37788,1
1564,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.33,77943707,30.81,11.85,57.34,33.08,6.17,221379329557468,287267,5044,5044,0.56,4.85,19,3671.33,390,272124,260701,19.29,44657,2675.03,6829,3700.34,62927,4
1565,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1888.98,123796184,67.28,11.6,21.12,4.44,16.84,243660504451069,255135,506,503,0.63,6.94,19,2885.56,33,236568,231627,10.56,76038,1970.48,2683,3110.72,38808,1
1565,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.36,77946124,34.46,12.24,53.3,28.94,6.65,225962922071885,287070,3473,3470,0.59,4.81,19,3753.85,333,271925,260778,19.38,49031,2731.76,6843,3647.77,62322,4
1566,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.02,123798922,59.12,13.74,27.14,6.72,16.64,259190904817811,242951,556,560,0.61,6.93,19,3065.85,35,225132,220565,13.05,80759,2107.55,2758,3074.69,38205,1
1566,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.4,77948530,35.19,12.36,52.45,28.41,6.9,318541661206622,297112,1391,1394,0.58,4.85,19,3721.06,87,281198,269723,19.13,48245,2716.72,6940,3711.01,63966,4
1567,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.06,123801635,63.21,12.5,24.29,5.99,15.98,22910267210518,236614,710,710,0.64,6.86,19,3110.25,66,219250,214715,11.48,82807,2131.79,2730,2995.45,37490,1
1567,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.43,77950705,31.82,12.03,56.15,32.09,6.2,289925703412948,285444,4604,4604,0.59,4.86,19,3642.48,415,270347,259137,19.15,47013,2656.31,6521,3569.67,60684,4
1568,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.1,123804190,63.88,12.43,23.69,6.05,15.14,334071821835263,227732,745,745,0.77,6.73,19,3183.28,62,210920,206620,10.98,80750,2180.88,2573,2828.16,35804,1
1568,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.47,77952984,33.46,12.54,53.99,29.32,6.39,290938675087779,297681,2726,2725,0.62,4.87,19,3795.88,189,281886,270262,19.53,49970,2762.98,6872,3704.69,63296,4
1569,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.14,123806858,60.91,13.08,26.01,6.7,17.51,406174011408325,239244,662,662,0.71,6.73,19,2999.44,52,221542,216899,12.2,75865,2057.39,2687,3103.73,39241,1
1569,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.51,77955479,30.34,11.96,57.7,33.53,6.18,297676176269036,285565,5765,5764,0.57,4.87,19,3641.58,447,270153,258874,19.13,46578,2659.1,6886,3710.46,63508,4
1570,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.18,123809436,64.66,12.04,23.29,5.84,16.01,432515493487618,237305,765,765,0.75,6.68,19,3106.61,114,219951,215447,11.07,75466,2126.9,2604,2977.09,37544,1
1570,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.54,77957934,32.14,12.49,55.37,30.45,6.23,306618668594974,297246,3868,3870,0.6,4.86,19,3833.97,362,281495,269879,19.88,46830,2793.59,7028,3729.12,64654,4
1571,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.22,123812240,61.71,13.65,24.64,5.09,17.64,82145911011247.7,247366,794,794,0.68,6.7,19,3061.18,84,229422,224706,12.45,76386,2096.41,2823,3176.9,39428,1
1571,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.59,77960673,30.1,12.07,57.83,33.11,6.34,271063948707726,286430,4180,4180,0.55,4.87,19,3648.65,281,270990,259936,19.63,45669,2664.22,7050,3720.46,64413,4
1572,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.26,123814779,67.44,11.77,20.79,4.07,15.36,217776906479060,255538,784,784,0.75,6.76,19,3102.65,56,236935,232041,10.6,74487,2128.5,2553,2881.65,36366,1
1572,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.62,77963206,33.02,11.79,55.19,31.18,6.11,202711243382253,287831,6141,6141,0.54,4.86,19,3700.51,503,272447,261256,19.04,46815,2701.16,7011,3688.56,63307,4
1573,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.31,123817535,65.3,11.86,22.84,5.36,17,78871080058685.5,260195,534,534,0.64,6.97,19,2801.78,37,240969,236018,11.13,74021,1927.56,2769,3041.16,38126,1
1573,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.66,77965631,31.84,12.77,55.39,30.15,6.3,140894687264938,289665,1655,1654,0.55,4.88,19,3678.17,111,274160,262851,20.02,53393,2685.59,6796,3617.65,61608,4
1574,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.34,123820093,64.31,12.82,22.87,5.06,16.31,339238736150925,240760,1215,1214,0.68,6.94,19,3088.55,125,222695,218236,11.35,72801,2106.96,2576,2941.59,36772,1
1574,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.7,77967990,33.75,12,54.24,29.79,6.58,292468116152118,285379,3299,3300,0.53,4.88,19,3638.63,246,270237,259160,19.45,48894,2655.54,6783,3639.49,62611,4
1575,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1889.39,123822849,58.61,13.41,27.98,8.21,16.92,153474881705701,245775,763,764,0.64,6.94,19,3073.37,74,227671,222967,12.41,83541,2111.56,2771,3119.7,39120,1
1575,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1189.73,77970315,32.98,12.35,54.67,30.26,6.56,95764691919507.2,290805,4746,4746,0.52,4.91,19,3669.23,407,275295,263814,19.36,48358,2679.93,6761,3672.32,63128,4
