t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_contention_management,ycsb_read_ratio,ycsb_target_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
75,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2767723,0,119.922,0,0,0,0,0,6218899,64933.3,11119.4,50.5821,19.3145,19429.5,0.171244,119.922,3.34199,0,ycsb,0,6506613,0,7179665,0,0,0
76,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2770458,0,119.925,0,0,0,0,0,6217681,64964.7,11115.7,50.4629,19.2838,19440.2,0.171104,119.925,3.34178,0,ycsb,0,6495009,0,7168941,0,0,0
77,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2771351,0,119.923,0,0,0,0,0,6215331,64996.8,11121.2,50.4788,19.2986,19445.9,0.171104,119.923,3.34244,0,ycsb,0,6493187,0,7175940,0,0,0
78,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2769759,0,119.924,0,0,0,0,0,6229210,64845.2,11105,50.4241,19.2819,19399.3,0.171255,119.924,3.34267,0,ycsb,0,6479206,0,7183604,0,0,0
0,120,1,1,4,6,200,100,0.75,0,1,0,100,1.52588e-05,100,0,0,0,0,0,0,0,0,100,0,0,52185,0,0.977542,0,0,0,1,0,0,inf,inf,inf,inf,inf,0.370543,0.977542,0.931298,0,ycsb,0,0,0,0,0,0,0
1,120,1,1,4,6,200,100,0.75,0,1,0,100,15.6359,100,0,0,0,0,0,0,0,0,91.9392,0,0,1962509,0,82.2944,0,0,0,1024748,0,0,inf,inf,inf,inf,inf,1.80022,82.2944,3.79923,0,ycsb,0,0,101046,0,0,0,0
2,120,1,1,4,6,200,100,0.75,0,1,0,100,33.7293,100,0,0,0,0,0,0,0,0,82.6097,0,0,1856764,0,119.878,0,0,0,1185781,0,0,inf,inf,inf,inf,inf,1.9963,119.878,2.67007,0,ycsb,0,0,6184,0,0,0,0
3,120,1,1,4,6,200,100,0.75,0,1,0,100,51.9174,100,0,0,0,0,0,0,0,0,73.2316,0,0,1850829,0,119.874,0,0,0,1191957,0,0,inf,inf,inf,inf,inf,1.99619,119.874,2.66985,0,ycsb,0,0,8072,0,0,0,0
4,120,1,1,4,6,200,100,0.75,0,1,0,100,70.09,100,0,0,0,0,0,0,0,0,63.8613,0,0,1851510,0,119.887,0,0,0,1190961,0,0,inf,inf,inf,inf,inf,2.00089,119.887,2.66689,0,ycsb,0,0,6672,0,0,0,0
5,120,1,1,4,6,200,100,0.75,0,1,0,100,88.2278,100,0,0,0,0,0,0,0,0,54.509,0,0,1857132,0,119.884,0,0,0,1188675,0,0,inf,inf,inf,inf,inf,1.98737,119.884,2.66955,0,ycsb,0,0,13026,0,0,0,0
6,120,1,1,4,6,200,100,0.75,0,1,0,100,105.906,100,0,0,0,0,0,0,0,0,45.3933,0,0,1878217,0,119.886,0,0,0,1158574,0,0,inf,inf,inf,inf,inf,1.94065,119.886,2.68177,0,ycsb,0,0,36829,0,0,0,0
7,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3584274,0,12.9639,0,0,0,85687,0,0,inf,inf,inf,inf,inf,1.32207,12.9639,3.09005,0,ycsb,0,0,163989,0,0,0,0
8,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3758980,0,0.997345,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44346,0.997345,3.33248,0,ycsb,0,0,0,0,0,0,0
9,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3762168,0,0.997316,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44348,0.997316,3.3343,0,ycsb,0,0,0,0,0,0,0
10,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3765144,0,0.997393,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44413,0.997393,3.33555,0,ycsb,0,0,0,0,0,0,0
11,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3768705,0,0.997353,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.4437,0.997353,3.33739,0,ycsb,0,0,0,0,0,0,0
12,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3765634,0,0.997345,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44314,0.997345,3.33898,0,ycsb,0,0,0,0,0,0,0
13,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3763964,0,0.997355,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44401,0.997355,3.33733,0,ycsb,0,0,0,0,0,0,0
14,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3764538,0,0.997322,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44363,0.997322,3.33586,0,ycsb,0,0,0,0,0,0,0
15,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3760429,0,0.997343,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44356,0.997343,3.33134,0,ycsb,0,0,0,0,0,0,0
16,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3766506,0,0.99737,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44382,0.99737,3.33248,0,ycsb,0,0,0,0,0,0,0
17,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3764089,0,0.997361,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44386,0.997361,3.33467,0,ycsb,0,0,0,0,0,0,0
18,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3762740,0,0.997325,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44317,0.997325,3.33614,0,ycsb,0,0,0,0,0,0,0
19,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3763767,0,0.997351,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44346,0.997351,3.33622,0,ycsb,0,0,0,0,0,0,0
20,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,3606638,0,14.3413,0,0,0,0,0,3898317,6889.4,10539.7,44.5004,15.2124,3708.24,1.52984,14.3413,1.85786,0,ycsb,0,624,0,0,0,0,0
21,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,2461351,0,119.638,0,0,0,0,0,34877585,6410.99,8945.17,44.3193,15.2363,3457.36,1.39529,119.638,1.8543,0,ycsb,0,5465,0,0,0,0,0
22,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,2387601,0,119.841,0,0,0,0,0,37195046,6544.31,8944.24,43.4355,15.2338,3243.23,1.36672,119.841,2.01784,0,ycsb,0,5407,0,0,0,0,0
23,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1989665,0,119.832,0,0,0,0,0,44593919,6998.17,8953.65,41.324,15.2487,2704.43,1.27943,119.832,2.58767,0,ycsb,0,5407,0,0,0,0,0
24,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1981303,0,119.837,0,0,0,0,0,44587308,7003.21,8953.02,41.3229,15.2452,2705.24,1.27842,119.837,2.58876,0,ycsb,0,5405,0,0,0,0,0
25,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1983058,0,119.835,0,0,0,0,0,44592091,6995.22,8952.45,41.3232,15.2397,2704.86,1.27979,119.835,2.58617,0,ycsb,0,5302,0,0,0,0,0
26,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1994470,0,119.847,0,0,0,0,0,44851698,6965.52,8917.63,41.0852,15.1842,2689.58,1.28025,119.847,2.58982,0,ycsb,0,5338,0,0,0,0,0
27,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1975818,0,119.835,0,0,0,0,0,44566820,6993.95,8953.45,41.3157,15.251,2706.19,1.28017,119.835,2.58443,0,ycsb,0,5388,0,0,0,0,0
28,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1982294,0,119.845,0,0,0,0,0,44539278,7001.06,8953.72,41.328,15.2505,2708,1.27891,119.845,2.58532,0,ycsb,0,5258,0,0,0,0,0
29,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1978780,0,119.835,0,0,0,0,0,44542594,6992.9,8953.54,41.3054,15.2513,2707.83,1.28038,119.835,2.58248,0,ycsb,0,5361,0,0,0,0,0
30,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1977872,0,119.82,0,0,0,0,0,44531811,6993.96,8953.76,41.3136,15.2496,2707.81,1.28021,119.82,2.58289,0,ycsb,0,5296,0,0,0,0,0
31,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1997510,0,119.844,0,0,0,0,0,44955176,6934.93,8879.61,40.9165,15.1245,2683.04,1.28042,119.844,2.58473,0,ycsb,0,5426,0,0,0,0,0
32,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1976659,0,119.848,0,0,0,1,0,44494676,6990.71,8953.23,41.3151,15.2503,2710.82,1.28073,119.848,2.57881,0,ycsb,0,5187,0,0,1,0,0
33,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1978014,0,119.845,0,0,0,0,0,44500967,6990.11,8953.29,41.3167,15.251,2710.2,1.28085,119.845,2.57919,0,ycsb,0,5304,0,0,0,0,0
34,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1976660,0,119.843,0,0,0,0,0,44489934,6989.38,8953.4,41.3491,15.25,2711.13,1.281,119.843,2.57804,0,ycsb,0,5386,0,0,0,0,0
35,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1974478,0,119.845,0,0,0,0,0,44531954,6987.52,8953.44,41.2803,15.2505,2708.39,1.28135,119.845,2.57996,0,ycsb,0,5196,0,0,0,0,0
36,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1975967,0,119.845,0,0,0,0,0,44480264,6988.11,8950.86,41.3002,15.2475,2711.95,1.28087,119.845,2.57679,0,ycsb,0,5101,0,0,0,0,0
37,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1974849,0,119.846,0,0,0,0,0,44453901,6988.47,8955.92,41.3442,15.2478,2713.52,1.28153,119.846,2.57543,0,ycsb,0,5316,0,0,0,0,0
38,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1974334,0,119.843,0,0,0,0,0,44442617,6988.83,8955.87,41.3414,15.2533,2714.25,1.28146,119.843,2.57486,0,ycsb,0,5185,0,0,0,0,0
39,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1973995,0,119.837,0,0,0,0,0,44452348,6986.64,8956.25,41.2917,15.2551,2713.3,1.28191,119.837,2.57496,0,ycsb,0,5169,0,0,0,0,0
40,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1972657,0,119.844,0,0,0,0,0,44453787,6984.48,8952.58,41.2882,15.2486,2713.21,1.28178,119.844,2.57425,0,ycsb,0,5298,0,0,0,0,0
41,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1972624,0,119.841,0,0,0,0,0,44454571,6981.94,8946.02,41.2829,15.2323,2712.99,1.28131,119.841,2.57352,0,ycsb,0,5169,0,0,0,0,0
42,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1971506,0,119.827,0,0,0,0,0,44398381,6985.04,8953.95,41.342,15.2505,2716.04,1.28188,119.827,2.57177,0,ycsb,0,5481,0,0,0,0,0
43,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1972719,0,119.847,0,0,0,0,0,44439037,6982.63,8954.96,41.2911,15.2465,2714.23,1.28246,119.847,2.5726,0,ycsb,0,5247,0,0,0,0,0
44,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1970787,0,119.838,0,0,0,0,0,44426951,6981.35,8954.69,41.2884,15.247,2714.45,1.28266,119.838,2.57192,0,ycsb,0,5253,0,0,0,0,0
45,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1968092,0,119.832,0,0,0,0,0,44385480,6984.42,8954.36,41.3128,15.2522,2717.31,1.28205,119.832,2.57034,0,ycsb,0,5260,0,0,0,0,0
46,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1969704,0,119.85,0,0,0,0,0,44443601,6974.8,8941.99,41.262,15.2302,2714.23,1.28204,119.85,2.56972,0,ycsb,0,5385,0,0,0,0,0
47,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1967443,0,119.848,0,0,0,0,0,44363092,6983.86,8956.35,41.342,15.2509,2718.96,1.28244,119.848,2.56858,0,ycsb,0,5375,0,0,0,0,0
48,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1969648,0,119.848,0,0,0,0,0,44415063,6980.91,8956.96,41.2806,15.2548,2715.95,1.28306,119.848,2.57034,0,ycsb,0,5339,0,0,0,0,0
49,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1967613,0,119.828,0,0,0,0,0,44357957,6983.19,8956.79,41.3376,15.2521,2718.75,1.28262,119.828,2.56853,0,ycsb,0,5174,0,0,0,0,0
50,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1967332,0,119.845,0,0,0,0,0,44350601,6984.14,8957,41.3487,15.2575,2719.87,1.28248,119.845,2.56782,0,ycsb,0,5274,0,0,0,0,0
51,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1965435,0,119.846,0,0,0,0,0,44343515,6983.55,8956.37,41.3403,15.2506,2720.16,1.28249,119.846,2.56733,0,ycsb,0,5186,0,0,0,0,0
52,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1961843,0,119.849,0,0,0,0,0,44433961,6975.41,8953.12,41.2942,15.2384,2714.78,1.28353,119.849,2.56942,0,ycsb,0,5382,0,0,0,0,0
53,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1967976,0,119.846,0,0,0,1,0,44402202,6976.37,8953.14,41.3158,15.2401,2716.59,1.28335,119.846,2.56806,0,ycsb,0,5273,0,0,1,0,0
54,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1967736,0,119.845,0,0,0,0,0,44360426,6978.63,8952.7,41.3566,15.239,2718.73,1.28287,119.845,2.56687,0,ycsb,0,5310,0,0,0,0,0
55,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1967319,0,119.845,0,0,0,0,0,44364331,6977.76,8952.98,41.3079,15.2389,2718.98,1.28307,119.845,2.56631,0,ycsb,0,5308,0,0,0,0,0
56,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1965523,0,119.843,0,0,0,0,0,44354003,6980.37,8956.63,41.3343,15.2444,2719.3,1.28312,119.843,2.56697,0,ycsb,0,5299,0,0,0,0,0
57,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1965679,0,119.848,0,0,0,0,0,44411886,6975.86,8956.6,41.3016,15.2369,2715.99,1.28394,119.848,2.56844,0,ycsb,0,5254,0,0,0,0,0
58,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1966257,0,119.841,0,0,0,0,0,44366395,6974.32,8953.11,41.32,15.2318,2718.4,1.28373,119.841,2.5656,0,ycsb,0,5472,0,0,0,0,0
59,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1966127,0,119.828,0,0,0,0,0,44340480,6976.01,8953.92,41.3316,15.233,2719.88,1.28353,119.828,2.56482,0,ycsb,0,5294,0,0,0,0,0
60,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1965782,0,119.832,0,0,0,0,0,44345979,6974.74,8953.52,41.3051,15.2337,2719.76,1.28371,119.832,2.56447,0,ycsb,0,5269,0,0,0,0,0
61,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1982612,0,119.843,0,0,0,0,0,44727670,6923.92,8889.75,40.9763,15.1246,2696.66,1.28392,119.843,2.5676,0,ycsb,0,5353,0,0,0,0,0
62,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1960043,0,119.839,0,0,0,0,0,44321132,6972.61,8953.04,41.2873,15.233,2721.39,1.28403,119.839,2.56215,0,ycsb,0,5275,0,0,0,0,0
63,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1962746,0,119.828,0,0,0,0,0,44290354,6973.58,8953.95,41.3135,15.2337,2722.42,1.28398,119.828,2.56154,0,ycsb,0,5430,0,0,0,0,0
64,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1962864,0,119.843,0,0,0,0,0,44290290,6973.05,8953.61,41.3315,15.2337,2723.27,1.28403,119.843,2.56054,0,ycsb,0,5331,0,0,0,0,0
65,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1958417,0,119.847,0,0,0,0,0,44346798,6970.14,8954.02,41.2739,15.2306,2719.71,1.28463,119.847,2.56283,0,ycsb,0,5431,0,0,0,0,0
66,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1962425,0,119.83,0,0,0,0,0,44287283,6972.07,8954.28,41.2966,15.2292,2723.24,1.28431,119.83,2.56021,0,ycsb,0,5354,0,0,0,0,0
67,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1960289,0,119.845,0,0,0,0,0,44278673,6971,8953.33,41.3033,15.246,2723.83,1.28437,119.845,2.55927,0,ycsb,0,5386,0,0,0,0,0
68,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1957675,0,119.842,0,0,0,0,0,44236847,6973.49,8954.36,41.352,15.2513,2726.54,1.28406,119.842,2.55763,0,ycsb,0,5233,0,0,0,0,0
69,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1961243,0,119.828,0,0,0,0,0,44283943,6969.8,8953.85,41.3053,15.2506,2723.31,1.28466,119.828,2.55931,0,ycsb,0,5306,0,0,0,0,0
70,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1961751,0,119.845,0,0,0,0,0,44286232,6969.53,8954.51,41.2764,15.2438,2723.84,1.28481,119.845,2.55872,0,ycsb,0,5214,0,0,0,0,0
71,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1969529,0,119.845,0,0,0,0,0,44592074,6911.27,8874.08,40.9711,15.1146,2704.91,1.284,119.845,2.55508,0,ycsb,0,5418,0,0,0,0,0
72,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1962178,0,119.845,0,0,0,0,0,44302254,6957.12,8935.91,41.2481,15.2189,2723.12,1.28443,119.845,2.55484,0,ycsb,0,5244,0,0,0,0,0
73,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1954110,0,119.835,0,0,0,0,0,44197022,6972.11,8956.32,41.3163,15.2479,2729.14,1.28459,119.835,2.55469,0,ycsb,0,5322,0,0,0,0,0
74,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1953738,0,119.848,0,0,0,1,0,44273413,6969.11,8956.69,41.2802,15.2469,2724.76,1.2852,119.848,2.55769,0,ycsb,0,5124,0,0,1,0,0
75,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1957605,0,119.845,0,0,0,0,0,44198177,6969.13,8952.49,41.3038,15.2403,2729.44,1.28459,119.845,2.55332,0,ycsb,0,5411,0,0,0,0,0
76,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1957012,0,119.841,0,0,0,0,0,44177469,6968.34,8950.44,41.3332,15.238,2730.46,1.28444,119.841,2.55208,0,ycsb,0,5288,0,0,0,0,0
77,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1964415,0,119.846,0,0,0,0,0,44365246,6942.32,8920.65,41.1565,15.1859,2719,1.28497,119.846,2.55326,0,ycsb,0,5146,0,0,0,0,0
78,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1956103,0,119.85,0,0,0,0,0,44225774,6967.12,8956.08,41.2884,15.2457,2727.5,1.28548,119.85,2.5544,0,ycsb,0,5345,0,0,0,0,0
79,120,1,1,4,6,200,100,0.75,0,1,0,100,107.214,100,0,0,0,0,0,0,0,0,44.7177,0,0,1950268,0,119.84,0,0,0,0,0,44189961,6970.85,8953.96,41.3131,15.243,2729.57,1.28449,119.84,2.55383,0,ycsb,0,5197,0,0,0,0,0
0,120,1,1,4,6,200,100,0.9,0,1,0,100,1.52588e-05,100,0,0,0,0,0,0,0,0,100,0,0,134654,0,0.979208,0,0,0,1,0,0,inf,inf,inf,inf,inf,0.379126,0.979208,1.05093,0,ycsb,0,0,0,0,0,0,0
1,120,1,1,4,6,200,100,0.9,0,1,0,100,15.9494,100,0,0,0,0,0,0,0,0,91.7775,0,0,1303608,0,118.274,0,0,0,1045294,0,0,inf,inf,inf,inf,inf,1.16671,118.274,2.60654,0,ycsb,0,0,112368,0,0,0,0
2,120,1,1,4,6,200,100,0.9,0,1,0,100,33.9535,100,0,0,0,0,0,0,0,0,82.4943,0,0,1104383,0,119.889,0,0,0,1179905,0,0,inf,inf,inf,inf,inf,1.99951,119.889,2.66247,0,ycsb,0,0,7594,0,0,0,0
3,120,1,1,4,6,200,100,0.9,0,1,0,100,51.9926,100,0,0,0,0,0,0,0,0,73.1928,0,0,1097337,0,119.884,0,0,0,1182227,0,0,inf,inf,inf,inf,inf,2.00008,119.884,2.66295,0,ycsb,0,0,7914,0,0,0,0
4,120,1,1,4,6,200,100,0.9,0,1,0,100,70.0711,100,0,0,0,0,0,0,0,0,63.8711,0,0,1096953,0,119.882,0,0,0,1184782,0,0,inf,inf,inf,inf,inf,2.00069,119.882,2.66242,0,ycsb,0,0,7266,0,0,0,0
5,120,1,1,4,6,200,100,0.9,0,1,0,100,88.1636,100,0,0,0,0,0,0,0,0,54.542,0,0,1094804,0,119.886,0,0,0,1185712,0,0,inf,inf,inf,inf,inf,1.9913,119.886,2.66517,0,ycsb,0,0,11401,0,0,0,0
6,120,1,1,4,6,200,100,0.9,0,1,0,100,106.037,100,0,0,0,0,0,0,0,0,45.326,0,0,1120028,0,119.884,0,0,0,1171337,0,0,inf,inf,inf,inf,inf,1.94433,119.884,2.67939,0,ycsb,0,0,35358,0,0,0,0
7,120,1,1,4,6,200,100,0.9,0,1,0,100,107.22,100,0,0,0,0,0,0,0,0,44.7146,0,0,3526480,0,13.4756,0,0,0,77520,0,0,inf,inf,inf,inf,inf,1.14935,13.4756,3.13223,0,ycsb,0,0,254539,0,0,0,0
8,120,1,1,4,6,200,100,0.9,0,1,0,100,107.22,100,0,0,0,0,0,0,0,0,44.7146,0,0,3767714,0,0.997299,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44343,0.997299,3.33604,0,ycsb,0,0,0,0,0,0,0
9,120,1,1,4,6,200,100,0.9,0,1,0,100,107.22,100,0,0,0,0,0,0,0,0,44.7146,0,0,3769399,0,0.997172,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44321,0.997172,3.33316,0,ycsb,0,0,0,0,0,0,0
10,120,1,1,4,6,200,100,0.9,0,1,0,100,107.22,100,0,0,0,0,0,0,0,0,44.7146,0,0,3762647,0,0.997389,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.4429,0.997389,3.33714,0,ycsb,0,0,0,0,0,0,0
11,120,1,1,4,6,200,100,0.9,0,1,0,100,107.22,100,0,0,0,0,0,0,0,0,44.7146,0,0,3759631,0,0.997318,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44375,0.997318,3.32687,0,ycsb,0,0,0,0,0,0,0
12,120,1,1,4,6,200,100,0.9,0,1,0,100,107.22,100,0,0,0,0,0,0,0,0,44.7146,0,0,3772292,0,0.997274,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44334,0.997274,3.34035,0,ycsb,0,0,0,0,0,0,0
